TrealK	TsampK	STsamK	TheaterK	STheateK	mi0HmT	sH	Memu	sMemu	Memupg	pointtoStat	timebetmeasms	actualTime
225,423001E+0	214,733333E+0	57,735027E-3	231,900000E+0	0,000000E+0	5,883333E+0	5,095119E+0	324,597667E-3	305,505046E-6	Inf	3,000000E+0	250,000000E+0	3,719842180900E+9
225,636709E+0	214,966667E+0	57,735027E-3	232,100000E+0	0,000000E+0	8,813333E+0	5,773503E-3	324,064333E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842190890E+9
225,950496E+0	215,300000E+0	34,809343E-15	232,400000E+0	0,000000E+0	5,886667E+0	5,098003E+0	323,597667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842200890E+9
226,150671E+0	215,500000E+0	0,000000E+0	232,600000E+0	0,000000E+0	8,816667E+0	5,773503E-3	322,131000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719842210890E+9
226,377868E+0	215,766667E+0	57,735027E-3	232,800000E+0	34,809343E-15	8,810000E+0	0,000000E+0	321,397667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842220880E+9
226,611401E+0	216,000000E+0	0,000000E+0	233,033333E+0	57,735027E-3	8,806667E+0	5,773503E-3	320,531000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719842230880E+9
226,891796E+0	216,300000E+0	34,809343E-15	233,300000E+0	34,809343E-15	8,806667E+0	5,773503E-3	320,731000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719842240880E+9
227,178550E+0	216,566667E+0	57,735027E-3	233,600000E+0	0,000000E+0	8,810000E+0	0,000000E+0	320,131000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719842250870E+9
227,392216E+0	216,800000E+0	34,809343E-15	233,800000E+0	34,809343E-15	8,826667E+0	5,773503E-3	320,531000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719842260870E+9
227,692467E+0	217,100000E+0	0,000000E+0	234,100000E+0	0,000000E+0	8,823333E+0	11,547005E-3	319,064333E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842270870E+9
227,906122E+0	217,333333E+0	57,735027E-3	234,300000E+0	34,809343E-15	8,840000E+0	0,000000E+0	319,597667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842280920E+9
228,192882E+0	217,600000E+0	0,000000E+0	234,600000E+0	0,000000E+0	8,823333E+0	5,773503E-3	317,331000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719842290910E+9
228,412920E+0	217,800000E+0	34,809343E-15	234,833333E+0	57,735027E-3	8,826667E+0	5,773503E-3	318,131000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719842300910E+9
228,693295E+0	218,100000E+0	0,000000E+0	235,100000E+0	0,000000E+0	8,810000E+0	0,000000E+0	317,397667E-3	503,322296E-6	Inf	3,000000E+0	250,000000E+0	3,719842310910E+9
228,920417E+0	218,366667E+0	57,735027E-3	235,300000E+0	34,809343E-15	8,803333E+0	5,773503E-3	315,664333E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842320900E+9
229,173822E+0	218,600000E+0	0,000000E+0	235,566667E+0	57,735027E-3	8,810000E+0	0,000000E+0	315,331000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719842330900E+9
229,420817E+0	218,866667E+0	57,735027E-3	235,800000E+0	34,809343E-15	8,803333E+0	5,773503E-3	313,931000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719842340900E+9
229,674225E+0	219,100000E+0	0,000000E+0	236,066667E+0	57,735027E-3	8,770000E+0	0,000000E+0	313,597667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842350890E+9
229,921215E+0	219,366667E+0	57,735027E-3	236,300000E+0	34,809343E-15	8,783333E+0	5,773503E-3	313,464333E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842360890E+9
230,154733E+0	219,600000E+0	0,000000E+0	236,533333E+0	57,735027E-3	8,793333E+0	5,773503E-3	312,197667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842370880E+9
230,494756E+0	219,900000E+0	0,000000E+0	236,900000E+0	0,000000E+0	5,866667E+0	5,080682E+0	312,264333E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842380880E+9
230,694916E+0	220,100000E+0	0,000000E+0	237,100000E+0	0,000000E+0	8,800000E+0	10,000000E-3	311,864333E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842390880E+9
230,995156E+0	220,400000E+0	0,000000E+0	237,400000E+0	0,000000E+0	5,873333E+0	5,086456E+0	311,664333E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842400870E+9
231,195315E+0	220,600000E+0	0,000000E+0	237,600000E+0	0,000000E+0	8,810000E+0	0,000000E+0	311,531000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719842410870E+9
231,422392E+0	220,866667E+0	57,735027E-3	237,800000E+0	34,809343E-15	8,840000E+0	10,000000E-3	311,597667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842420870E+9
231,695711E+0	221,100000E+0	0,000000E+0	238,100000E+0	0,000000E+0	8,793333E+0	5,773503E-3	310,797667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842430860E+9
231,895869E+0	221,300000E+0	34,809343E-15	238,300000E+0	34,809343E-15	8,806667E+0	5,773503E-3	308,597667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842440860E+9
232,196104E+0	221,600000E+0	0,000000E+0	238,600000E+0	0,000000E+0	8,800000E+0	0,000000E+0	307,797667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842450860E+9
232,416163E+0	221,800000E+0	34,809343E-15	238,833333E+0	57,735027E-3	8,793333E+0	5,773503E-3	306,331000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719842460850E+9
232,696495E+0	222,100000E+0	0,000000E+0	239,100000E+0	0,000000E+0	8,783333E+0	5,773503E-3	304,197667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842470850E+9
232,963369E+0	222,366667E+0	57,735027E-3	239,366667E+0	57,735027E-3	8,810000E+0	0,000000E+0	302,931000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719842480850E+9
233,196883E+0	222,600000E+0	0,000000E+0	239,600000E+0	0,000000E+0	8,800000E+0	10,000000E-3	299,664333E-3	305,505046E-6	Inf	3,000000E+0	250,000000E+0	3,719842490900E+9
233,497115E+0	222,900000E+0	0,000000E+0	239,900000E+0	0,000000E+0	8,803333E+0	5,773503E-3	295,531000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719842500950E+9
233,737588E+0	223,200000E+0	34,809343E-15	240,100000E+0	0,000000E+0	8,786667E+0	5,773503E-3	291,264333E-3	230,940108E-6	Inf	3,000000E+0	250,000000E+0	3,719842510940E+9
233,937737E+0	223,400000E+0	0,000000E+0	240,300000E+0	34,809343E-15	8,806667E+0	5,773503E-3	287,864333E-3	230,940108E-6	Inf	3,000000E+0	250,000000E+0	3,719842520940E+9
234,237960E+0	223,700000E+0	34,809343E-15	240,600000E+0	0,000000E+0	8,813333E+0	5,773503E-3	283,397667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842530940E+9
234,504824E+0	223,966667E+0	57,735027E-3	240,866667E+0	57,735027E-3	8,803333E+0	5,773503E-3	279,131000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719842540930E+9
234,698461E+0	224,200000E+0	34,809343E-15	241,033333E+0	57,735027E-3	8,790000E+0	0,000000E+0	274,397667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842550930E+9
234,978736E+0	224,500000E+0	0,000000E+0	241,300000E+0	34,809343E-15	8,790000E+0	10,000000E-3	270,331000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719842560930E+9
235,278949E+0	224,800000E+0	34,809343E-15	241,600000E+0	0,000000E+0	5,856667E+0	5,072025E+0	265,131000E-3	529,150262E-6	Inf	3,000000E+0	250,000000E+0	3,719842570980E+9
235,479091E+0	225,000000E+0	0,000000E+0	241,800000E+0	34,809343E-15	8,830000E+0	0,000000E+0	262,397667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842580970E+9
235,739061E+0	225,200000E+0	34,809343E-15	242,100000E+0	0,000000E+0	8,850000E+0	0,000000E+0	259,131000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719842590970E+9
235,979444E+0	225,500000E+0	0,000000E+0	242,300000E+0	34,809343E-15	8,830000E+0	0,000000E+0	255,197667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842600970E+9
236,179584E+0	225,700000E+0	34,809343E-15	242,500000E+0	0,000000E+0	8,836667E+0	5,773503E-3	252,197667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842610960E+9
236,452980E+0	225,933333E+0	57,735027E-3	242,800000E+0	34,809343E-15	8,856667E+0	5,773503E-3	251,731000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719842620960E+9
236,699887E+0	226,200000E+0	34,809343E-15	243,033333E+0	57,735027E-3	8,863333E+0	5,773503E-3	251,664333E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842631010E+9
236,939926E+0	226,400000E+0	0,000000E+0	243,300000E+0	34,809343E-15	8,860000E+0	0,000000E+0	252,531000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719842641010E+9
237,166881E+0	226,666667E+0	57,735027E-3	243,500000E+0	0,000000E+0	8,876667E+0	5,773503E-3	255,731000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719842651000E+9
237,440283E+0	226,900000E+0	0,000000E+0	243,800000E+0	34,809343E-15	8,880000E+0	0,000000E+0	257,397667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842661060E+9
237,700263E+0	227,100000E+0	0,000000E+0	244,100000E+0	0,000000E+0	8,880000E+0	0,000000E+0	259,531000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719842671050E+9
237,913822E+0	227,333333E+0	57,735027E-3	244,300000E+0	34,809343E-15	8,843333E+0	5,773503E-3	258,197667E-3	305,505046E-6	Inf	3,000000E+0	250,000000E+0	3,719842681050E+9
238,180680E+0	227,600000E+0	0,000000E+0	244,566667E+0	57,735027E-3	8,836667E+0	5,773503E-3	254,331000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719842691050E+9
238,400771E+0	227,800000E+0	34,809343E-15	244,800000E+0	34,809343E-15	8,843333E+0	5,773503E-3	249,397667E-3	416,333200E-6	Inf	3,000000E+0	250,000000E+0	3,719842701040E+9
238,620862E+0	228,000000E+0	0,000000E+0	245,033333E+0	57,735027E-3	8,860000E+0	0,000000E+0	242,997667E-3	416,333200E-6	Inf	3,000000E+0	250,000000E+0	3,719842711040E+9
238,901131E+0	228,300000E+0	34,809343E-15	245,300000E+0	34,809343E-15	8,830000E+0	0,000000E+0	235,397667E-3	416,333200E-6	Inf	3,000000E+0	250,000000E+0	3,719842721030E+9
239,141170E+0	228,500000E+0	0,000000E+0	245,566667E+0	57,735027E-3	8,846667E+0	5,773503E-3	227,597667E-3	416,333200E-6	Inf	3,000000E+0	250,000000E+0	3,719842731030E+9
239,388083E+0	228,766667E+0	57,735027E-3	245,800000E+0	34,809343E-15	8,836667E+0	5,773503E-3	219,464333E-3	416,333200E-6	Inf	3,000000E+0	250,000000E+0	3,719842741030E+9
239,601632E+0	229,000000E+0	0,000000E+0	246,000000E+0	0,000000E+0	8,833333E+0	5,773503E-3	211,797667E-3	305,505046E-6	Inf	3,000000E+0	250,000000E+0	3,719842751020E+9
239,861627E+0	229,200000E+0	34,809343E-15	246,300000E+0	34,809343E-15	8,833333E+0	5,773503E-3	204,531000E-3	400,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719842761020E+9
240,061772E+0	229,400000E+0	0,000000E+0	246,500000E+0	0,000000E+0	8,840000E+0	0,000000E+0	197,731000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719842771020E+9
240,348581E+0	229,666667E+0	57,735027E-3	246,800000E+0	34,809343E-15	8,843333E+0	5,773503E-3	191,464333E-3	305,505046E-6	Inf	3,000000E+0	250,000000E+0	3,719842781010E+9
240,635388E+0	229,933333E+0	57,735027E-3	247,100000E+0	0,000000E+0	5,890000E+0	5,100892E+0	184,064333E-3	1,101514E-3	Inf	3,000000E+0	250,000000E+0	3,719842791010E+9
240,822122E+0	230,100000E+0	0,000000E+0	247,300000E+0	34,809343E-15	8,836667E+0	11,547005E-3	179,397667E-3	416,333200E-6	Inf	3,000000E+0	250,000000E+0	3,719842801010E+9
241,122344E+0	230,400000E+0	0,000000E+0	247,600000E+0	0,000000E+0	5,893333E+0	5,103776E+0	172,864333E-3	945,163125E-6	Inf	3,000000E+0	250,000000E+0	3,719842811060E+9
241,322492E+0	230,600000E+0	0,000000E+0	247,800000E+0	34,809343E-15	8,856667E+0	5,773503E-3	168,597667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842821050E+9
241,582467E+0	230,800000E+0	34,809343E-15	248,100000E+0	0,000000E+0	8,853333E+0	5,773503E-3	163,931000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719842831050E+9
241,796035E+0	231,033333E+0	57,735027E-3	248,300000E+0	34,809343E-15	8,843333E+0	5,773503E-3	158,864333E-3	230,940108E-6	Inf	3,000000E+0	250,000000E+0	3,719842841050E+9
242,062901E+0	231,300000E+0	34,809343E-15	248,566667E+0	57,735027E-3	8,866667E+0	5,773503E-3	154,531000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719842851100E+9
242,302935E+0	231,500000E+0	0,000000E+0	248,833333E+0	57,735027E-3	8,820000E+0	10,000000E-3	149,864333E-3	305,505046E-6	Inf	3,000000E+0	250,000000E+0	3,719842861150E+9
242,503085E+0	231,700000E+0	34,809343E-15	249,033333E+0	57,735027E-3	8,800000E+0	0,000000E+0	145,397667E-3	230,940108E-6	Inf	3,000000E+0	250,000000E+0	3,719842871150E+9
242,783366E+0	232,000000E+0	0,000000E+0	249,300000E+0	34,809343E-15	8,790000E+0	0,000000E+0	141,331000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719842881140E+9
243,023404E+0	232,200000E+0	34,809343E-15	249,566667E+0	57,735027E-3	8,786667E+0	5,773503E-3	137,264333E-3	230,940108E-6	Inf	3,000000E+0	250,000000E+0	3,719842891140E+9
243,243495E+0	232,400000E+0	0,000000E+0	249,800000E+0	34,809343E-15	8,803333E+0	5,773503E-3	133,464333E-3	230,940108E-6	Inf	3,000000E+0	250,000000E+0	3,719842901140E+9
243,543723E+0	232,700000E+0	34,809343E-15	250,100000E+0	0,000000E+0	8,793333E+0	5,773503E-3	129,264333E-3	230,940108E-6	Inf	3,000000E+0	250,000000E+0	3,719842911190E+9
243,743874E+0	232,900000E+0	0,000000E+0	250,300000E+0	34,809343E-15	8,796667E+0	5,773503E-3	125,664333E-3	230,940108E-6	Inf	3,000000E+0	250,000000E+0	3,719842921180E+9
243,963967E+0	233,100000E+0	0,000000E+0	250,533333E+0	57,735027E-3	8,790000E+0	0,000000E+0	122,197667E-3	230,940108E-6	Inf	3,000000E+0	250,000000E+0	3,719842931180E+9
244,230836E+0	233,366667E+0	57,735027E-3	250,800000E+0	34,809343E-15	8,803333E+0	5,773503E-3	118,997667E-3	230,940108E-6	Inf	3,000000E+0	250,000000E+0	3,719842941180E+9
244,444400E+0	233,600000E+0	0,000000E+0	251,000000E+0	0,000000E+0	8,806667E+0	5,773503E-3	115,397667E-3	230,940108E-6	Inf	3,000000E+0	250,000000E+0	3,719842951170E+9
244,704382E+0	233,800000E+0	34,809343E-15	251,300000E+0	34,809343E-15	8,796667E+0	5,773503E-3	111,531000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719842961170E+9
244,937894E+0	234,033333E+0	57,735027E-3	251,533333E+0	57,735027E-3	8,810000E+0	0,000000E+0	108,397667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719842971170E+9
245,224705E+0	234,300000E+0	34,809343E-15	251,833333E+0	57,735027E-3	5,866667E+0	5,080682E+0	104,931000E-3	721,110255E-6	Inf	3,000000E+0	250,000000E+0	3,719842981220E+9
245,424859E+0	234,500000E+0	0,000000E+0	252,033333E+0	57,735027E-3	8,806667E+0	5,773503E-3	102,331000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719842991210E+9
245,664890E+0	234,700000E+0	34,809343E-15	252,300000E+0	34,809343E-15	8,786667E+0	11,547005E-3	99,331000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719843001210E+9
245,884982E+0	234,900000E+0	0,000000E+0	252,533333E+0	57,735027E-3	8,783333E+0	5,773503E-3	96,597667E-3	230,940108E-6	Inf	3,000000E+0	250,000000E+0	3,719843011210E+9
246,151856E+0	235,166667E+0	57,735027E-3	252,800000E+0	34,809343E-15	8,780000E+0	0,000000E+0	93,997667E-3	230,940108E-6	Inf	3,000000E+0	250,000000E+0	3,719843021260E+9
246,365432E+0	235,400000E+0	0,000000E+0	253,000000E+0	0,000000E+0	8,823333E+0	5,773503E-3	91,731000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719843031310E+9
246,625399E+0	235,600000E+0	0,000000E+0	253,300000E+0	34,809343E-15	8,830000E+0	0,000000E+0	89,597667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719843041310E+9
246,825556E+0	235,800000E+0	34,809343E-15	253,500000E+0	0,000000E+0	8,810000E+0	0,000000E+0	87,264333E-3	230,940108E-6	Inf	3,000000E+0	250,000000E+0	3,719843051300E+9
247,125792E+0	236,100000E+0	0,000000E+0	253,800000E+0	34,809343E-15	8,836667E+0	5,773503E-3	85,464333E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719843061300E+9
247,325948E+0	236,300000E+0	34,809343E-15	254,000000E+0	0,000000E+0	8,836667E+0	15,275252E-3	83,464333E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719843071290E+9
247,685988E+0	236,600000E+0	0,000000E+0	254,400000E+0	0,000000E+0	5,860000E+0	5,074909E+0	80,931000E-3	346,410162E-6	Inf	3,000000E+0	250,000000E+0	3,719843081290E+9
247,859284E+0	236,733333E+0	57,735027E-3	254,600000E+0	0,000000E+0	8,800000E+0	10,000000E-3	79,464333E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719843091290E+9
248,086306E+0	237,000000E+0	0,000000E+0	254,800000E+0	34,809343E-15	8,780000E+0	0,000000E+0	77,531000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719843101280E+9
248,286464E+0	237,200000E+0	34,809343E-15	255,000000E+0	0,000000E+0	8,830000E+0	0,000000E+0	76,331000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719843111280E+9
248,546417E+0	237,400000E+0	0,000000E+0	255,300000E+0	34,809343E-15	8,810000E+0	0,000000E+0	74,797667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719843121280E+9
248,819790E+0	237,633333E+0	57,735027E-3	255,600000E+0	0,000000E+0	8,790000E+0	0,000000E+0	73,131000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719843131270E+9
249,046820E+0	237,900000E+0	0,000000E+0	255,800000E+0	34,809343E-15	8,786667E+0	5,773503E-3	71,731000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719843141270E+9
249,266911E+0	238,100000E+0	0,000000E+0	256,033333E+0	57,735027E-3	8,783333E+0	5,773503E-3	70,264333E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719843151270E+9
249,516331E+0	238,323333E+0	40,414519E-3	256,300000E+0	0,000000E+0	8,763333E+0	5,773503E-3	69,064333E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719843161260E+9
249,707090E+0	238,500000E+0	0,000000E+0	256,500000E+0	0,000000E+0	8,810000E+0	0,000000E+0	67,997667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719843171260E+9
250,007335E+0	238,800000E+0	34,809343E-15	256,800000E+0	0,000000E+0	8,813333E+0	5,773503E-3	66,731000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719843181260E+9
250,267269E+0	239,000000E+0	0,000000E+0	257,100000E+0	0,000000E+0	5,876667E+0	5,089345E+0	65,531000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719843191250E+9
250,467436E+0	239,200000E+0	34,809343E-15	257,300000E+0	0,000000E+0	8,826667E+0	5,773503E-3	64,731000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719843201250E+9
250,667601E+0	239,400000E+0	0,000000E+0	257,500000E+0	0,000000E+0	8,840000E+0	10,000000E-3	63,797667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719843211240E+9
250,967850E+0	239,700000E+0	34,809343E-15	257,800000E+0	0,000000E+0	8,803333E+0	5,773503E-3	62,464333E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719843221240E+9
251,241220E+0	239,933333E+0	57,735027E-3	258,100000E+0	0,000000E+0	5,863333E+0	5,077798E+0	61,464333E-3	305,505046E-6	Inf	3,000000E+0	250,000000E+0	3,719843231240E+9
251,427945E+0	240,100000E+0	0,000000E+0	258,300000E+0	0,000000E+0	8,790000E+0	0,000000E+0	60,531000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719843241230E+9
251,641554E+0	240,333333E+0	57,735027E-3	258,500000E+0	0,000000E+0	8,780000E+0	0,000000E+0	59,531000E-3	200,000000E-6	Inf	3,000000E+0	250,000000E+0	3,719843251230E+9
251,928364E+0	240,600000E+0	0,000000E+0	258,800000E+0	0,000000E+0	8,780000E+0	0,000000E+0	58,797667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719843261230E+9
252,128531E+0	240,800000E+0	34,809343E-15	259,000000E+0	0,000000E+0	8,770000E+0	0,000000E+0	57,997667E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719843271220E+9
252,388455E+0	241,000000E+0	0,000000E+0	259,300000E+0	0,000000E+0	8,766667E+0	5,773503E-3	57,264333E-3	115,470054E-6	Inf	3,000000E+0	250,000000E+0	3,719843281220E+9
252,628947E+0	241,300000E+0	34,809343E-15	259,500000E+0	0,000000E+0	8,816667E+0	5,773503E-3	56,531000E-3	0,000000E+0	Inf	3,000000E+0	250,000000E+0	3,719843291220E+9
